_id,SYS_ID,APPLICATION_TYPE,IN_DATE,PLANNING_DISTRICT,WARD,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,REFERENCE_FILE,SUB_TYPE,WORK_TYPE,ZONING_REVIEW,ZONING_DESIGNATION,COMMUNITY,EMPLOYMENT_DISTRICT,DESCRIPTION,HEARING_DATE,TIME_OF_MEETING,MEETING_LOCATION,C_OF_A_DESCISION,ANYONE_OBJECT_AT_MEETING,APPEAL_EXPIRY_DATE,OMB_ORDER_DATE,OMB_DESCISION,NUMBER_OF_LOTS_CREATED,CONDITION_EXPIRY_DATE,STATUSDESC
1866172,4501693,CO,2018-12-18,Etobicoke York,01,1010,ALBION,RD, ,M9V,B0100/18EYK,NA,Sever Lot,Zoning Review,NA,NA,NA,NA,NA,1:00 p.m.,"Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,NA,NA,NA,NA,NA,Accepted
1866173,4501906,CO,2018-12-19,Scarborough,20,80,BEXHILL,AVE, ,M1L,B0068/18SC,NA,Sever Lot,Zoning Review,RD - Residential Detached/S - Single Family Residential [ZZC],Clairlea Community,NA,"This application is for consent to sever the land into two lots, as shown on the attached Site Plan.  Lot to be created Part 1 and Part 2 would have a frontage of 7.6 metres and a lot area of 241 square metres. In order to facilitate the proposed development, relief from the provision of the Zoning By-law was requested, as outlined in A0379/18SC and A0380/18SC.","Feb 28, 2019",9:30 a.m.,"Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",Approved,NA,"Mar 25, 2019",NA,NA,2,NA,TLAB Appeal
1866174,4501918,MV,2018-12-19,Scarborough,20,80,BEXHILL,AVE, ,M1L,A0379/18SC,New Res dwellings <= 3 units,New R Building,Zoning Review,RD - Residential Detached/S - Single Family Residential [ZZC],Clairlea Community,NA,The applicant is seeking relief from the provisions of the Zoning By-law to construct a new two storey single family residential dwelling.,"Feb 28, 2019",9:30 a.m.,"Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",Approved,NA,"Mar 20, 2019",NA,NA,NA,NA,TLAB Appeal
1866175,4501926,MV,2018-12-19,Scarborough,20,80,BEXHILL,AVE, ,M1L,A0380/18SC,New Res dwellings <= 3 units,New R Building,Zoning Review,RD - Residential Detached/S - Single Family Residential [ZZC],Clairlea Community,NA,The applicant is seeking relief from the provisions of the Zoning By-law to construct a new two storey single family residential dwelling.,"Feb 28, 2019",9:30 a.m.,"Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",Approved,NA,"Mar 20, 2019",NA,NA,NA,NA,TLAB Appeal
1866176,4502618,MV,2018-12-20,North York,06,27,WILMINGTON,AVE, ,   ,A0870/18NY,New Res dwellings <= 3 units OTC,New R Building,Zoning Review,RM(x56) / RM2(20) [WAV],North York,NA,To legalize and maintain the dwelling as constructed.,"Feb 21, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Mar 13, 2019",NA,NA,NA,NA,Approved
1866177,4503774,CO,2018-12-21,North York,18,199,NEWTON,DR, ,M2M,B0001/19NY,NA,Sever Lot,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1866178,4504871,MV,2018-12-28,North York,17,31,SILKWOOD,CRES, ,M2J,A0879/18NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (ZZC),North York,NA,To construct a second storey addition. ,"Feb 21, 2019",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Mar 13, 2019",NA,NA,NA,NA,Approved
1866179,4507969,MV,2019-01-08,North York,08,48,SHIELDS,AVE, ,M5N,A0007/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R1Z0.6/RD(x1410)[ZZC],North York,NA,To construct a new dwelling.,"Mar 7, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Mar 27, 2019",NA,NA,NA,NA,Approved with Conditions
1866180,4510472,MV,2019-01-14,North York,16,16,ADDISON,CRES, ,M3B,A0018/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R5/RD(x5)[ZZC],North York,NA,To construct a new dwelling.,"Mar 7, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Mar 27, 2019",NA,NA,NA,NA,Approved
1866181,4516151,MV,2019-01-25,Scarborough,25,262,BEECHGROVE,DR, ,M1E,A0029/19SC,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,Residential Detached (RD) Zone [ZR],West Hill Community,NA,To construct a secondary suite in the basement of the existing single family dwelling.,NA,NA,NA,Deferred,NA,"Jun 25, 2019",NA,NA,NA,NA,Deferred
1866182,4519677,CO,2019-02-04,Etobicoke York,03,1544,THE QUEENSWAY, , ,M8Z,B0004/19EYK,NA,Create New Easement/ROW,Zoning Waiver,I.C1 & E (waiver),NA,NA,To obtain consent to sever portions of the lot for the purpose of lot additions and to create an easement/right-of-way for the purpose of vehicular access.,"Sep 26, 2019",n/a,n/a,Approved,NA,"Oct 28, 2019",NA,NA,NA,"Oct 06, 2020",Conditional Consent
1866183,4520591,CO,2019-02-05,Scarborough,20,2,AVALON,BLVD, ,M1N,B0008/19SC,NA,Sever Lot,Zoning Review,RD - Residential Detached/ S- Single Family Residential [ZZC],Birchcliff Community,NA,"This application is for consent to sever the land into two lots, as shown on the attached Site Plan.  Lot to be created Part 1 would have a frontage of 9.8 metres and a lot area of 341 square metres. Part 2 would have a frontage of 9.8 metres and a lot area of 312 square metres. In order to facilitate the proposed development, relief from the provision of the Zoning By-law was requested, as outlined in A0050/19SC and A0051/19SC.",NA,NA,NA,NA,NA,"Jul 2, 2019",NA,NA,2,NA,Deferred
1866184,4520593,MV,2019-02-05,Scarborough,20,2,AVALON,BLVD, ,M1N,A0051/19SC,New Res dwellings <= 3 units,New R Building,Zoning Review,RD - Residential Detached/ S- Single Family Residential [ZZC],Birchcliff Community,NA,The applicant is seeking relief from the provisions of the Zoning By-law to construct a new two storey single family residential dwelling.,NA,NA,NA,Deferred,NA,NA,NA,NA,NA,NA,Deferred
1866185,4520595,MV,2019-02-05,Scarborough,20,2,AVALON,BLVD, ,M1N,A0050/19SC,New Res dwellings <= 3 units,New R Building,Zoning Review,RD - Residential Detached/ S- Single Family Residential [ZZC],Birchcliff Community,NA,The applicant is seeking relief from the provisions of the Zoning By-law to construct a new two storey single family residential dwelling.,NA,NA,NA,Deferred,NA,NA,NA,NA,NA,NA,Deferred
1866186,4520695,MV,2019-02-06,North York,15,107,MUNRO,BLVD, ,M2P,A0080/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD / R3 (ZZC),North York,NA,To construct a new dwelling.,"Apr 4, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Apr 24, 2019",NA,NA,NA,NA,Approved with Conditions
1866187,4520957,MV,2019-02-06,Scarborough,25,9390,SHEPPARD,AVE,E,M1B,A0042/19SC,All Other,Other,Zoning Review,Neighbourhood Commercial (NC)[ZR],Rouge Community,NA,To permit the existing restaurant (Red Fox Bar and Grill) to expand into the adjacent commercial unit. ,NA,NA,NA,Deferred,NA,"Apr 10, 2019",NA,NA,NA,NA,Deferred
1866188,4521035,CO,2019-02-06,Etobicoke York,05,15,JULIET,CRES, ,M6M,B0006/19EYK,NA,Other,Zoning Waiver,NA,NA,NA,NA,NA,1:00 p.m.,"Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,NA,NA,NA,NA,NA,Accepted
1866189,4522102,CO,2019-02-08,North York,06,75,GARTHDALE,CRT, ,M3H,B0005/19NY,NA,Sever Lot,Zoning Review,RM (f21; a834)(x474) [ZZC],North York,NA,To obtain consent to sever the property into two undersized residential lots.  The existing 2-storey builidng will be divided along the existing firewall to create two separate 2-storey triplexes. Existing building and parking will remain.  Previous Committee files include application A0091/05NY for 77 Garthdale.,"May 26, 2022",10:00 a.m.,Virtual Hearing,conditional approval,NA,"Jun 15, 2022",NA,NA,2,NA,Await Expiry Date
1866190,4525061,MV,2019-02-15,North York,18,165,CHURCHILL,AVE, ,M2N,A0119/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD / R4 (ZZC),North York,NA,To construct a new dwelling.,"Jun 5, 2019",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Jun 25, 2019",NA,NA,NA,NA,Approved
1866191,4527715,MV,2019-02-22,Scarborough,21,2354,EGLINTON,AVE,E,M1K,A0056/19SC,All Other,Other,Zoning Review,Apartment Residential (A) & Residential Apartment (RA) Zone [ZR],Ionview Community,NA,To permit the construction of  two new dwelling units on the ground floor of the existing 5-storey apartment building and a shared outdoor amenity area with the adjacent apartment building located at 2356 Eglinton Ave E.,NA,NA,NA,Deferred,NA,"Mar 31, 2021",NA,NA,NA,NA,Deferred
1866192,4527723,MV,2019-02-22,Scarborough,21,2356,EGLINTON,AVE,E,M1K,A0055/19SC,All Other,Other,Zoning Review,Apartment Residential (A) & Residential Apartment (RA) Zone [ZR],Ionview Community,NA,To permit the construction of  two new dwelling units on the ground floor of the existing 5-storey apartment building and a shared outdoor amenity area with the adjacent apartment building located at 2354 Eglinton Ave E.,NA,NA,NA,Deferred,NA,"Mar 31, 2021",NA,NA,NA,NA,Deferred
1866193,4529157,MV,2019-02-26,North York,15,598,SOUDAN,AVE, ,M4S,A0144/19NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R / R2 Z0.6 [ZZC],Toronto,NA,To construct a second storey addition to the rear of the existing dwelling.,"Apr 18, 2019",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"May 8, 2019",NA,NA,NA,NA,Approved
1866194,4529381,MV,2019-02-26,Etobicoke York,02,11,TERRYELLEN,CRES, ,M9C,A0106/19EYK,All Other,R Addition,Zoning Review,RM & R5 (ZR),NA,NA,To convert the existing garage into 2 additional dwelling units. The building will have a total of 7 dwelling units.,NA,1:00 p.m.,"Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Dec 27, 2019",NA,NA,NA,NA,Hearing Scheduled
1866195,4529612,MV,2019-02-26,North York,15,11,CLEVELAND,ST, ,M4S,A0147/19NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R / R2 Z0.6 [ZZC],Toronto,NA,To construct a second storey addition to the rear of the existing semi-detached dwelling.,"Apr 18, 2019",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"May 8, 2019",NA,NA,NA,NA,Approved
1866196,4530030,MV,2019-02-27,Etobicoke York,03,78,STEPHEN,DR, ,M8Y,A0096/19EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD & R2 (ZR),NA,NA,"To construct a one-storey rear addition, and a second storey cantilevered addition along the north side. ","Apr 11, 2019",10:00 a.m.,"Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Refused,NA,"May 1, 2019",NA,NA,NA,NA,TLAB Appeal
1866197,4532968,MV,2019-03-06,North York,08,81,REGINA,AVE, ,M6A,A0173/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD [ZZC],North York,NA,To construct a new detached dwelling.,"May 8, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"May 28, 2019",NA,NA,NA,NA,Approved with Conditions
1866198,4535037,CO,2019-03-11,North York,06,144,WINSTON PARK,BLVD, ,M3K,B0011/19NY,NA,Sever Lot,Zoning Review,RD / R4 (ZZC),North York,NA,"To obtain consent to sever the property into two undersized residential lots. Please note, this file was deferred on September 26th, 2019 in order to allow the applicant the opportunity to speak with City Planning and to conduct community consultation.","May 26, 2022",2:00 p.m.,Virtual Hearing,Refused,NA,"Jun 22, 2022",NA,NA,2,NA,TLAB Appeal
1866199,4535051,MV,2019-03-11,North York,06,144,WINSTON PARK,BLVD, ,M3K,A0201/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD / R4 (ZZC),North York,NA,"To construct a new semi-detached dwelling. Please note, this file was deferred on September 26th, 2019 in order to allow the applicant the opportunity to speak with City Planning and to conduct community consultation.","May 26, 2022",2:00 p.m.,Virtual Hearing,Refused,NA,"Jun 15, 2022",NA,NA,NA,NA,TLAB Appeal
1866200,4535052,MV,2019-03-11,North York,06,144,WINSTON PARK,BLVD, ,M3K,A0202/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD / R4 (ZZC),North York,NA,"To construct a new semi-detached dwelling. Please note, this file was deferred on September 26th, 2019 in order to allow the applicant the opportunity to speak with City Planning and to conduct community consultation.","May 26, 2022",2:00 p.m.,Virtual Hearing,Refused,NA,"Jun 15, 2022",NA,NA,NA,NA,TLAB Appeal
1866201,4536409,MV,2019-03-13,North York,08,105-123,BENTWORTH,AVE, ,M6A,A0189/19NY,All Other,Other,Zoning Review,MC(34)(H) [PPR],North York,NA,To permit interior alterations including the creation of four new units within the existing building.,NA,NA,NA,Deferred,NA,"May 29, 2019",NA,NA,NA,NA,Deferred
1866202,4536419,CO,2019-03-13,Toronto East York,10,18 D,YORK,ST, ,   ,B0025/19TEY,NA,Lot Addition,Zoning Waiver,T (Waiver),Toronto,NA,To obtain consent to sever for the purpose of a lot addition (air rights).  This application is associated with Consent Applications B0026/19TEY and B0027/19TEY.,NA,n/a,n/a,NA,NA,NA,"Oct 16, 2020",OMB Approved,NA,"Oct 16, 2021",Conditional Consent
1866203,4536438,CO,2019-03-13,Toronto East York,10,18 D,YORK,ST, ,   ,B0026/19TEY,NA,Lot Addition,Zoning Waiver,T (Waiver),Toronto,NA,To obtain consent to sever for the purpose of a lot addition (air rights).  This application is associated with Consent Applications B0025/19TEY and B0027/19TEY.,NA,n/a,n/a,NA,NA,NA,"Oct 16, 2020",OMB Approved,NA,"Oct 16, 2021",Conditional Consent
1866204,4536448,CO,2019-03-13,Toronto East York,10,18 D,YORK,ST, ,   ,B0027/19TEY,NA,Sever Lot,Zoning Waiver,T (Waiver),Toronto,NA,To obtain consent to sever the property (air rights) into two properties.  This application is associated with Consent Applications B0025/19TEY and B0026/19TEY.,NA,n/a,n/a,NA,NA,NA,"Oct 16, 2020",OMB Approved,1,"Oct 16, 2021",Conditional Consent
1866205,4538564,MV,2019-03-18,Toronto East York,14,389 R,LESLIE,ST, ,M4M,A0270/19TEY,Add/Alt to Existing Res <= 3 units,Other,Zoning Review,R(d0.6)(x741) (ZPR) ,Toronto,NA,To alter the existing one-storey detached garage at the rear of an existing two-storey semi-detached dwelling located at 387 Leslie Street by constructing a second storey addition and converting it into two laneway suites. The smaller ancillary building will be reconstructed and will continue to be used as a garage.,"Aug 28, 2019",9:30 a.m.,"Committee Room 2, Second Floor, Toronto City Hall, 100 Queen St W, M5H 2N2",Approved,No,"Sep 17, 2019","Jan 9, 2020",Withdrawn,NA,NA,Closed
1866206,4543392,MV,2019-03-26,North York,08,126,FAIRLAWN,AVE, ,M5M,A0217/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R [ZZC],Toronto,NA,To construct a new detached dwelling.,"Nov 21, 2019",2:00 p.m.,NA,Deferred,NA,NA,NA,NA,NA,NA,Deferred
1866207,4547172,CO,2019-04-02,North York,15,235,WICKSTEED,AVE, ,M4H,B0013/19NY,NA,Sever Lot,Zoning Review,E1.0(X22) / M2(8) [ZZC],East York,NA,"To obtain consent to sever the property into two lots. Please note; the resulting lots would be compliant with all aspects of the applicable Zoning By-law(s) and no new construction is proposed at this time. Please note; further to the previous Public Hearing Notice, corrections have been made with respect to the Conveyed and Retained Parts and lot frontages of the lands, as indicated below.","Jun 20, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Jul 17, 2019",NA,NA,2,"Jun 26, 2020",Conditional Consent
1866208,4547701,MV,2019-04-02,North York,08,20,SANDRINGHAM,DR, ,M5M,A0246/19NY,New Res dwellings <= 3 units,New R Building,Zoning Waiver,R3/RD [WAV],North York,NA,To permit a reduction in the required rear yard setback for the existing dwelling.,NA,NA,NA,Deferred,NA,"Jun 25, 2019",NA,NA,NA,NA,OMB Appeal
1866209,4549814,MV,2019-04-05,North York,15,34,GREEN VALLEY,RD, ,M2P,A0254/19NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R3 (ZZC),North York,NA,To construct a new dwelling.,"Jun 5, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Jun 25, 2019",NA,NA,NA,NA,TLAB Appeal
1866210,4551126,MV,2019-04-08,North York,08,751,LAWRENCE,AVE,W,M6A,A0257/19NY,All Other,Other,Zoning Review,RM / R5(2) (ZZC),North York,NA,To conduct interior and exterior alterations in order to add four (4) new dwelling units to the existing structure.,"Jun 5, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",NA,NA,"Jun 25, 2019",NA,NA,NA,NA,Hearing Scheduled
1866211,4554913,MV,2019-04-15,North York,15,30,TILSON,RD, ,M4S,A0272/19NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R / R2 (ZZC),Toronto,NA,To construct a second storey a addition to the existing structure and a new car port in the rear.,"Jun 5, 2019",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Jun 25, 2019",NA,NA,NA,NA,Approved with Conditions
1866212,4555696,CO,2019-04-16,Etobicoke York,01,165,GALAXY,BLVD, ,   ,B0019/19EYK,NA,Create New Easement/ROW,Zoning Waiver,I.C1 (Waiver),NA,NA,To obtain consent to create a reciprocal easement/right-of-way for pedestrain access.,"Dec 5, 2019",N/A,N/A,Approved,NA,"Jan 2, 2020",NA,NA,NA,"Dec 12, 2020",Conditional Consent
1866213,4555714,CO,2019-04-16,Etobicoke York,01,175,GALAXY,BLVD, ,   ,B0018/19EYK,NA,Create New Easement/ROW,Zoning Waiver,I.C1 (Waiver),NA,NA,"To obtain consent to create a reciprocal easement/right-of-way for pedestrain access, sewer and drainage purposes.","Dec 5, 2019",N/A,N/A,Approved,NA,"Jan 2, 2020",NA,NA,NA,"Dec 12, 2020",Conditional Consent
1866214,4556256,MV,2019-04-17,North York,06,60,ASHWARREN,RD, ,M3J,A0276/19NY,All Other,Other,Zoning Review,EH 1.0 (x45) / M3 [PPR],North York,NA,To permit an open storage area in conjunction with an equipment and mechanical servicing area. ,"Jun 5, 2019",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Jun 25, 2019",NA,NA,NA,NA,Approved
1866215,4556627,MV,2019-04-17,Toronto East York,09,9,COBOURG,AVE, ,M6H,A0414/19TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d1.0)(x810) (ZZC),Toronto,NA,"To alter the existing two-storey detached dwelling by creating a second dwelling unit and constructing a front basement walkout, a new front porch, a third storey addition, and a rear three-storey addition with a ground floor deck, a west-side ground floor entrance, and rear second and third storey balconies. ","Sep 11, 2019",9:30 a.m.,"Committee Room 2, Second Floor, Toronto City Hall, 100 Queen St W, M5H 2N2",Approved,Yes,"Oct 1, 2019",NA,NA,NA,NA,Closed
1866216,4556930,MV,2019-04-18,Etobicoke York,01,29,HADRIAN,DR, ,M9W,A0226/19EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RM & R3 (ZR),NA,NA,To construct a new triplex dwelling.,"Jun 6, 2019",1:00 p.m.,"Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Approved,NA,"Jun 26, 2019",NA,NA,NA,NA,Closed
1866217,4558518,MV,2019-04-23,Etobicoke York,03,86,SHORNCLIFFE,RD, ,M8Z,A0274/19EYK,All Other,Other,Zoning Review,E.1 & I.C2 (ZR),NA,NA,To construct a one-storey north side addition to the existing transfer station facility.,"Aug 18, 2022",1:00 p.m.,Virtual Hearing,Approved,NA,"Sep 7, 2022",NA,NA,NA,NA,TLAB Appeal
1866218,4560550,CO,2019-04-26,North York,15,149,HIGHLAND,CRES, ,M2L,B0017/19NY,NA,Sever Lot,Zoning Review,RD/R3 [ZZC],North York,NA,To obtain consent to sever the property into two residential lots.,"Aug 15, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Sep 11, 2019",NA,NA,2,NA,Conditional Consent
1866219,4561590,MV,2019-04-29,North York,15,1661,BAYVIEW,AVE, ,M4G,A0295/19NY,All Other,Other,Zoning Review,CR 2.0 / C1 [BLD],East York,NA,"To permit interior and exterior alterations to the existing building. Please note a previous application (File # A0141/19NY) with respect to the subject property, was before the Committee of Adjustment on Thursday, April 18, 2019, which was approved.","Jun 5, 2019",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Jun 25, 2019",NA,NA,NA,NA,Approved
1866220,4564569,MV,2019-05-03,North York,15,401,HILLSDALE,AVE,E,M4S,A0388/19NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R2 Z0.6/R ]ZPR],Toronto,NA,To construct a front second storey addition to the existing dwelling.,"Jul 18, 2019",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Aug 7, 2019",NA,NA,NA,NA,TLAB Appeal
